id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
65,2,4,2,2,2,2,2,1,100,100,5,100,0,100,100,100,,,5,1,5,5,5,1,5,5,1,1,,8,8,1,8,3,8,2,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1,1,5,1,3,5,1,5,5,7,1,1,1,1,1,7,7,5,9,5,1,7,1,1,1,1,7,7,1,1,1,7,1,5,1,5,3,2,1,6,2,2,1,1,1,4,1,1969,1
66,1,4,3,3,2,2,2,1,73,66,65,63,59,67,65,78,2,6,5,5,5,5,5,5,5,5,3,2,3,8,4,8,8,8,8,8,8,1,8,3,8,8,8,8,8,8,8,8,8,2,2,1,4,2,3,5,1,4,5,5,1,1,4,3,1,3,6,4,9,5,1,6,1,1,1,2,5,6,1,1,3,3,2,3,2,2,2,4,2,5,2,2,5,2,1,3,5,1984,1
67,1,1,1,1,1,1,1,1,24,50,37,85,5,57,29,100,,,2,3,4,4,2,3,4,1,4,4,,8,8,4,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,1,2,8,1,2,2,2,3,2,1,4,5,6,1,1,1,2,2,6,5,3,9,2,1,1,1,2,2,3,6,6,1,1,1,2,4,5,5,5,1,1,3,6,2,2,1,1,1,3,5,1958,1
68,1,5,3,5,2,2,2,1,100,75,80,75,75,95,75,100,3,11,5,5,5,5,5,5,5,5,2,2,1,8,8,8,8,8,3,8,8,8,8,1,8,8,8,8,8,8,8,8,2,4,2,3,5,2,2,5,2,5,5,7,1,2,2,1,1,3,4,9,4,5,1,6,1,1,1,2,6,7,1,1,1,4,2,5,2,5,1,1,1,6,2,2,2,2,2,2,5,1936,1
69,1,5,4,5,2,2,2,2,1,51,51,45,59,2,8,20,5,2,2,3,3,2,2,4,2,2,4,5,3,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,2,8,8,1,8,8,4,4,3,4,4,2,4,1,4,1,4,4,4,5,6,3,2,9,3,4,1,4,4,5,5,3,5,6,2,2,5,3,3,3,3,3,1,1,3,5,2,3,3,1,1,98,5,1967,1
70,1,1,3,4,1,2,2,2,0,100,100,100,50,100,0,100,5,9,5,5,5,5,3,3,3,2,5,5,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,2,2,4,2,3,1,3,4,3,1,7,1,6,4,7,7,4,9,2,5,1,7,2,6,7,1,7,7,1,3,6,7,3,4,3,4,1,1,7,1,1,2,5,2,1,3,5,1974,1
71,2,5,5,5,2,2,2,1,32,51,50,50,60,31,50,90,5,9,5,5,5,5,5,5,5,5,4,4,3,8,2,8,8,8,8,8,8,8,3,1,8,8,8,8,4,8,8,8,8,8,3,3,2,3,4,4,3,1,3,3,4,1,2,2,3,4,5,4,9,5,1,4,2,2,2,2,7,7,1,3,5,3,5,5,5,5,1,4,6,2,1,1,4,2,2,2,4,1964,2
72,1,2,2,3,2,1,1,1,100,93,84,97,14,95,94,100,1,11,5,5,5,5,5,5,5,5,2,2,3,8,8,3,1,8,4,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,1,2,5,2,2,4,2,5,3,7,1,2,2,1,2,4,7,5,9,5,1,6,1,1,1,3,6,7,1,1,1,7,2,5,1,5,3,4,2,6,2,2,5,2,1,1,5,1959,1
73,1,2,3,3,2,1,2,1,74,22,99,48,1,16,3,85,3,7,4,5,5,1,2,3,3,1,4,4,1,8,8,8,8,8,8,8,4,3,8,8,8,8,8,8,1,8,8,8,2,8,4,4,3,2,3,4,1,5,5,6,1,7,7,4,1,4,7,9,5,5,1,7,1,1,1,1,7,7,1,1,1,7,5,5,5,5,2,1,2,4,2,4,3,2,1,1,4,1956,1
74,1,2,4,3,2,1,2,2,4,50,72,27,99,55,4,80,5,9,2,4,3,3,2,3,3,1,4,4,3,8,8,8,8,8,8,1,8,8,8,3,8,8,8,4,8,8,8,8,8,2,4,4,4,5,2,4,4,1,4,3,1,2,7,3,3,1,1,1,2,3,1,1,3,6,2,2,7,6,1,1,1,3,4,4,3,3,1,1,1,4,2,2,3,1,1,3,4,1942,1
75,1,3,3,4,2,2,2,1,53,46,47,47,97,32,51,51,1,6,3,4,4,4,4,4,4,4,1,2,3,8,3,8,8,8,8,8,8,4,8,1,8,8,8,8,8,8,8,8,8,2,3,3,5,2,4,4,1,4,5,4,7,5,6,2,4,2,7,4,9,5,2,6,1,3,2,3,5,6,1,3,2,4,2,4,4,4,2,1,1,5,2,1,5,2,2,2,5,1938,2
76,2,5,5,5,2,2,2,1,3,50,91,88,66,0,49,93,5,9,2,3,3,5,3,3,3,3,3,4,3,3,8,8,8,8,4,8,8,8,8,2,8,8,8,8,8,8,8,8,8,1,2,2,1,2,3,3,1,2,5,2,2,6,7,1,1,4,7,9,1,5,1,1,2,4,4,3,3,2,1,2,2,4,4,4,4,4,1,1,2,5,1,1,1,2,2,1,5,1953,1
77,1,5,5,5,2,2,2,1,99,75,80,85,80,86,60,90,1,11,5,5,5,5,5,5,5,5,2,3,1,8,8,8,8,2,1,8,8,4,8,8,8,8,8,3,8,8,8,8,8,8,2,2,3,2,2,4,1,4,4,4,1,3,3,1,1,4,4,5,5,5,1,7,1,2,3,3,2,3,1,3,2,4,1,5,2,5,2,4,1,6,2,2,5,2,2,1,5,1936,2
78,1,4,2,5,2,2,2,2,0,50,50,50,90,10,50,70,5,4,5,5,5,5,4,5,5,3,4,4,3,8,4,8,8,8,8,8,8,8,8,8,3,8,8,8,1,8,8,8,8,2,5,5,5,5,5,4,5,4,5,1,7,1,2,4,4,2,4,1,1,3,2,3,4,7,4,3,4,7,2,2,7,2,3,3,3,3,1,1,4,5,2,1,5,1,1,2,5,1961,1
79,1,3,1,4,2,2,2,2,1,62,62,71,95,0,0,41,5,4,2,4,5,1,4,4,3,2,5,4,2,8,8,8,8,8,8,8,8,8,8,3,2,8,8,8,4,8,8,8,8,1,2,3,4,2,4,3,1,4,5,1,7,2,5,1,7,2,1,1,9,3,1,1,2,4,4,3,7,7,2,2,5,4,3,3,3,3,1,1,2,5,2,1,5,1,1,1,5,1953,1
80,1,5,5,5,2,2,2,2,5,99,99,99,99,29,51,99,3,9,4,4,4,4,4,4,4,4,4,4,3,8,2,8,8,8,8,8,8,8,8,3,1,8,8,8,4,8,8,8,8,8,4,4,2,3,3,3,2,1,3,997,4,1,4,4,4,3,1,9,1,2,3,2,2,7,4,5,1,2,2,2,7,6,3,4,3,4,1,1,1,5,2,1,5,1,2,4,5,1961,1
81,1,2,5,5,2,2,2,1,3,70,72,72,88,51,71,998,3,9,5,5,5,5,4,5,5,4,5,3,4,8,8,8,8,8,8,4,8,3,8,8,2,8,8,8,8,8,8,8,8,1,3,4,4,1,3,4,4,3,4,3,1,5,7,1,5,3,1,9,1,2,2,2,2,4,4,1,3,2,1,3,4,7,2,4,3,3,1,4,1,6,1,1,5,2,2,3,3,1947,2
82,3,5,5,5,2,2,2,1,44,56,51,51,35,54,52,33,5,11,2,3,5,5,3,4,5,3,4,4,3,8,8,8,8,2,1,8,8,8,8,8,8,8,8,4,3,8,8,8,8,8,1,1,3,4,4,4,2,4,5,2,3,3,4,4,4,4,4,9,4,4,3,4,1,4,5,3,3,3,1,3,3,4,2,5,3,4,2,4,1,6,1,3,3,2,2,3,5,1973,2
83,2,4,2,2,2,2,2,2,100,90,90,90,86,93,50,91,,,5,5,5,5,3,3,3,3,2,2,,8,8,2,8,1,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,2,2,3,2,2,5,2,1,2,6,2,4,4,1,1,2,3,9,4,4,1,2,1,2,2,2,4,3,1,1,2,2,3,5,2,4,2,2,1,6,2,1,1,2,1,3,3,1952,2
84,2,3,5,4,2,2,2,2,66,88,50,88,75,87,3,76,,,5,5,5,5,4,4,4,4,3,3,,8,1,8,8,8,8,8,8,3,8,2,4,8,8,8,8,8,8,8,8,8,1,2,5,1,2,5,2,4,4,2,1,5,7,1,1,4,5,1,9,2,2,6,1,4,2,1,7,7,1,3,5,7,3,4,2,4,1,1,1,4,2,1,1,1,1,6,3,1964,2
85,1,4,3,4,2,2,1,1,55,60,75,71,32,81,52,90,,,3,3,5,4,4,4,5,4,4,2,,8,1,8,8,8,3,8,8,8,8,8,8,8,8,8,4,8,8,8,2,8,2,2,4,2,3,4,2,4,5,4,1,2,2,2,3,5,6,5,9,5,1,7,1,7,7,2,5,5,1,3,1,3,4,5,4,5,1,1,3,4,2,5,4,2,1,3,5,1954,1
86,2,5,5,5,2,2,2,2,1,50,50,70,70,10,50,71,,,3,4,4,4,3,4,4,2,4,3,,4,1,8,8,3,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,4,2,3,3,2,2,4,2,2,2,2,1,3,4,2,9,2,4,1,2,4,7,5,4,6,7,2,2,7,4,3,4,3,3,1,4,7,2,1,2,3,2,2,2,5,1967,2
87,2,5,5,4,2,2,2,1,70,50,50,61,56,96,90,96,3,11,4,1,5,5,4,4,4,4,3,3,1,8,2,8,8,8,8,8,8,3,8,1,8,8,8,8,8,8,8,8,4,8,2,2,5,2,2,5,2,5,4,7,1,2,2,1,1,3,4,9,5,5,1,7,1,1,1,1,7,7,1,1,1,5,2,4,2,4,3,4,4,6,2,5,5,2,1,2,4,1963,1
88,4,5,5,5,1,2,2,1,62,50,50,50,47,50,50,50,5,9,3,3,4,4,3,3,3,3,2,2,3,8,8,8,8,8,8,4,8,8,8,8,8,3,2,8,8,8,8,8,8,1,2,3,4,3,4,4,2,2,5,997,5,3,5,1,5,3,3,3,9,4,2,4,1,5,5,2,5,5,1,1,3,4,3,4,3,4,1,4,3,4,2,3,2,2,2,5,5,1986,2
89,1,4,4,4,2,2,2,1,6,75,81,0,9,40,18,83,4,9,3,3,1,1,4,4,2,1,4,4,3,8,8,8,8,8,8,1,8,8,8,8,8,8,4,2,3,8,8,8,8,8,1,5,5,5,5,5,3,4,4,3,1,3,5,4,5,4,4,2,9,2,2,7,2,7,7,3,4,3,1,1,3,6,2,4,2,5,1,4,4,3,2,3,4,2,2,2,3,1946,2
90,1,5,5,5,2,2,2,2,1,50,49,22,70,1,1,99,5,9,2,2,2,2,1,2,1,1,5,5,3,8,8,8,8,8,4,8,8,8,8,3,8,8,8,1,8,8,8,8,8,2,3,3,2,3,3,2,4,2,3,5,4,2,7,4,4,1,1,9,2,4,2,1,1,2,4,4,5,4,1,3,2,6,4,4,3,3,2,3,4,2,1,1,5,2,2,2,3,1969,1
91,1,3,3,4,2,1,2,1,80,95,90,95,46,95,95,95,,,4,4,4,4,3,3,4,4,3,3,,8,8,3,8,8,4,8,8,2,8,8,8,8,8,8,8,8,8,8,1,8,2,3,4,2,2,4,1,4,3,7,1,2,3,1,1,5,7,4,5,5,1,6,1,1,1,2,6,6,1,1,1,3,2,4,2,3,1,1,1,6,2,4,4,1,1,1,5,1986,2
92,1,5,5,5,2,2,2,1,95,100,100,100,13,95,50,100,3,11,5,5,5,5,5,5,5,5,1,2,1,8,8,8,8,3,8,8,8,1,8,8,8,8,8,2,8,8,8,8,4,8,1,2,5,2,2,5,1,4,5,7,1,1,1,1,1,1,7,5,4,5,1,7,1,1,4,3,6,7,1,1,1,6,1,1,2,5,1,1,1,6,2,1,3,1,1,2,5,1956,1
93,1,5,5,4,2,2,2,2,34,100,100,50,99,45,47,50,5,9,5,5,5,5,4,5,5,2,4,4,3,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,4,8,8,2,8,3,3,3,3,3,4,5,3,3,4,1,1,1,5,1,7,1,1,1,1,4,3,1,2,7,7,5,1,1,2,2,7,4,3,3,3,3,1,2,1,6,1,1,4,2,2,1,3,1953,2
94,1,5,4,5,2,2,2,1,85,90,90,70,70,50,65,75,,,5,5,5,5,5,5,5,5,3,3,,8,8,2,8,8,8,8,3,8,1,8,8,8,8,4,8,8,8,8,8,8,1,2,4,2,2,4,2,4,4,5,1,3,5,1,2,1,6,3,9,4,1,6,1,1,2,2,7,7,1,1,1,5,3,5,3,5,1,4,2,3,2,2,3,1,1,1,4,1940,2
95,1,3,2,4,2,2,1,1,95,94,96,95,51,92,94,92,,,5,4,5,5,5,5,5,5,1,2,,8,8,3,8,8,1,8,8,4,8,8,8,8,8,2,8,8,8,8,8,8,2,2,5,3,2,5,1,4,5,7,1,2,2,1,1,2,5,9,4,5,1,7,1,2,2,2,5,5,1,1,1,7,2,4,2,4,1,4,3,2,2,2,4,2,2,2,5,1951,1
96,3,4,3,5,2,2,2,1,96,91,54,93,56,99,99,93,1,5,5,3,5,5,5,3,5,4,2,2,3,8,8,2,8,8,3,8,8,1,8,8,8,8,8,8,8,4,8,8,8,8,1,2,5,1,1,5,1,5,3,4,1,2,3,1,1,4,7,9,5,5,1,6,1,1,2,2,5,6,1,1,1,6,1,5,3,4,1,1,3,5,2,2,3,1,1,3,5,1973,2
97,1,4,5,2,2,1,2,2,5,99,99,75,99,31,41,51,5,4,4,5,5,5,5,5,5,4,4,4,2,8,4,8,8,8,8,3,8,8,8,8,1,8,8,8,8,8,8,8,8,2,3,3,3,4,4,3,4,2,5,1,2,2,5,4,4,4,2,9,1,3,3,3,3,6,6,3,2,3,1,2,7,6,3,3,3,3,1,3,1,6,1,1,3,2,2,2,5,1933,2
98,3,5,2,4,2,2,1,2,6,80,80,75,72,31,50,91,4,9,3,3,3,3,3,3,3,3,4,4,3,8,8,8,8,8,3,2,8,8,8,8,4,8,8,8,8,8,8,8,8,1,4,3,4,4,4,4,3,3,4,2,4,3,5,1,7,4,1,1,9,3,2,2,3,5,5,3,4,4,1,2,5,2,3,3,3,3,1,2,2,5,2,3,3,1,1,4,4,1960,1
99,1,3,4,5,2,2,2,1,100,72,71,71,89,86,79,96,1,11,5,5,5,5,5,5,5,5,2,2,3,8,8,4,8,2,1,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,2,3,5,2,3,5,1,5,5,4,1,3,4,1,1,4,5,9,4,5,1,6,1,2,3,2,7,7,1,1,1,4,2,3,2,3,3,2,1,5,2,4,5,1,1,2,5,1968,2
100,1,5,2,5,2,1,1,1,0,0,100,0,100,0,0,51,5,9,1,5,1,5,2,5,2,1,5,5,3,8,8,8,8,8,8,1,8,3,8,2,8,8,8,8,8,8,4,8,8,8,5,5,1,5,5,1,5,1,3,3,1,3,7,2,7,1,1,2,9,5,1,5,1,6,7,1,7,7,1,2,7,7,2,1,3,2,1,3,1,6,2,2,1,2,2,2,3,1943,1
101,1,3,3,3,2,2,2,1,99,92,55,71,31,95,78,98,3,11,4,4,4,4,4,4,4,4,1,1,3,8,8,2,8,8,8,8,3,1,8,8,8,8,8,4,8,8,8,8,8,8,1,1,5,2,2,5,1,5,5,5,1,4,5,2,1,5,4,4,9,5,1,7,1,2,2,3,7,7,1,1,1,4,2,5,2,5,1,1,1,6,2,3,3,2,1,2,5,1937,1
102,1,4,5,5,2,2,2,2,0,51,50,50,70,40,40,50,4,9,4,4,4,4,3,3,3,3,3,4,2,8,2,8,8,8,8,8,8,8,8,4,1,8,8,8,8,8,8,3,8,8,4,4,4,4,4,4,1,2,3,1,4,3,7,1,4,3,1,9,4,4,2,1,2,7,7,3,5,5,2,3,7,4,3,3,3,3,1,1,1,6,1,1,5,2,1,2,3,1962,1
103,1,3,1,1,1,1,1,2,100,100,100,100,50,100,51,100,1,11,5,5,5,5,5,5,5,5,2,2,1,8,8,8,8,8,8,8,8,8,8,2,8,8,8,4,8,8,8,1,3,8,1,1,5,2,2,5,1,4,3,7,1,1,1,1,1,1,4,9,3,5,1,7,1,1,1,3,3,5,1,1,1,7,3,5,3,5,3,1,1,6,2,2,5,1,1,1,5,1962,1
104,1,5,5,5,2,2,1,1,100,34,100,54,100,73,50,62,,,1,1,1,1,4,1,4,1,1,4,,8,8,2,8,8,8,8,4,8,8,8,8,8,8,8,3,8,1,8,8,8,2,2,5,5,5,5,1,5,5,1,7,3,4,1,1,1,1,1,1,5,3,7,2,4,4,2,5,7,1,1,1,1,5,5,5,5,2,3,1,1,2,1,1,2,1,1,1,1944,2
105,2,4,4,5,2,2,2,2,40,50,50,50,50,35,50,75,3,7,4,4,4,4,4,4,4,4,2,4,3,8,3,8,4,8,8,8,8,8,8,1,8,8,8,8,2,8,8,8,8,8,3,3,5,3,4,5,2,5,5,3,7,2,4,4,4,5,6,4,4,5,2,6,2,4,4,3,4,4,1,1,3,6,2,2,2,2,1,1,3,6,2,4,5,2,2,3,5,1977,1
106,2,4,3,4,1,2,2,2,95,100,82,100,33,100,80,100,3,11,5,5,5,5,5,2,5,5,3,3,4,8,8,3,8,8,8,8,8,4,2,8,8,8,8,8,8,8,8,8,1,8,1,2,5,2,1,5,1,5,3,997,2,2,2,1,1,8,7,3,3,3,1,7,1,1,1,1,7,7,1,1,1,4,2,5,2,5,8,2,1,6,2,5,3,1,1,2,5,1991,2
107,1,1,1,1,2,1,1,2,13,50,50,50,35,30,50,50,2,7,5,5,5,5,5,5,5,5,3,5,4,8,1,8,8,3,8,8,8,8,8,2,8,8,8,8,4,8,8,8,8,8,3,3,3,3,3,3,3,2,5,1,7,1,1,4,7,7,7,9,5,5,2,7,4,7,7,3,7,5,1,3,7,1,3,3,3,3,1,1,6,6,2,3,5,2,1,3,4,1965,1
108,1,4,4,5,2,2,2,1,90,89,71,85,79,90,69,99,,,4,4,4,4,3,3,4,3,1,2,,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,8,2,1,1,4,1,1,4,1,4,3,4,1,1,6,1,3,3,7,5,5,5,1,4,1,2,3,2,4,2,2,1,2,2,2,5,2,4,2,4,1,6,2,1,3,2,1,2,5,1943,2
109,1,1,3,2,2,1,2,1,65,50,50,50,50,50,40,50,1,8,4,5,5,4,4,5,5,4,2,2,1,8,8,3,8,8,2,8,8,8,8,1,8,8,8,8,8,4,8,8,8,8,4,4,4,3,3,4,4,5,1,7,1,6,3,1,1,4,3,5,9,5,1,7,1,1,1,2,7,7,1,1,1,6,3,3,3,3,1,1,1,6,2,4,4,2,2,3,1,1955,1
110,2,2,2,3,2,1,1,2,5,100,100,100,90,59,31,89,,,5,5,5,5,4,5,5,3,4,3,,8,3,8,8,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,3,4,4,4,3,4,4,2,5,1,3,1,4,1,2,4,1,1,9,2,1,1,2,7,5,2,6,7,2,3,5,5,1,1,3,3,1,4,1,1,2,2,3,2,1,3,4,1954,2
111,1,5,4,4,2,2,1,2,0,73,73,86,99,58,0,48,,,5,5,5,5,5,5,5,3,4,3,,8,8,8,8,8,8,3,8,8,8,1,8,8,8,8,4,8,8,8,8,2,4,4,3,3,4,3,2,3,5,1,2,1,4,3,5,4,1,2,9,4,2,2,2,4,5,2,6,6,2,2,7,4,2,2,2,3,1,2,2,6,1,1,5,2,2,3,5,1931,1
112,1,4,4,5,2,2,1,1,90,95,95,95,95,95,70,95,,,4,4,4,4,4,4,4,4,2,2,,8,8,8,4,8,2,8,8,3,8,1,8,8,8,8,8,8,8,8,8,8,4,4,4,3,4,4,4,5,5,5,7,2,4,2,3,3,2,3,4,4,1,7,1,2,4,2,3,6,1,1,2,3,3,3,3,3,1,1,2,4,2,2,3,1,1,3,5,1953,1
113,1,3,3,4,2,2,2,1,6,2,90,17,97,31,2,31,5,9,1,4,4,3,1,4,2,1,4,4,3,8,8,8,8,8,8,1,8,8,8,8,4,8,2,8,8,8,3,8,8,8,4,3,2,4,3,2,5,2,3,2,3,7,7,5,7,1,1,2,9,2,2,2,2,7,7,2,2,7,2,3,7,6,3,2,3,2,1,4,3,5,1,1,1,1,1,1,5,1949,1
114,1,1,1,1,2,1,1,2,6,75,95,76,96,9,3,85,,,2,5,4,1,4,5,4,1,5,2,,8,4,8,8,8,8,1,8,8,8,8,3,8,8,8,8,8,8,8,8,2,3,3,3,3,3,4,3,2,5,2,4,2,5,1,3,1,2,9,1,1,3,2,4,7,7,5,5,3,2,2,6,5,2,2,2,2,1,4,1,5,1,1,3,1,1,1,5,1932,2
115,2,2,2,2,2,2,2,1,87,61,64,62,42,100,58,93,,,4,4,5,4,3,3,3,3,2,2,,8,3,8,8,8,8,8,8,8,4,1,8,8,8,8,8,8,8,8,2,8,2,2,5,3,3,5,3,5,4,4,4,1,3,1,1,4,6,5,9,5,1,6,1,4,4,4,1,3,1,1,2,2,2,3,3,4,1,1,1,6,2,2,2,2,2,2,5,1973,2
116,2,5,5,5,1,2,2,2,1,52,52,51,49,50,50,42,5,9,8,8,8,8,8,8,8,8,5,5,3,8,8,8,8,8,2,8,8,8,8,3,8,8,8,1,8,8,4,8,8,8,5,5,5,5,5,5,5,5,3,997,4,4,7,1,1,4,4,1,9,1,3,4,8,8,4,1,7,7,1,1,8,4,3,3,3,3,1,4,4,3,1,1,1,2,2,1,3,1973,2
117,1,5,5,5,2,2,2,1,66,60,35,55,40,50,50,90,2,11,4,4,4,4,4,4,4,4,2,2,3,8,8,3,8,8,8,8,8,2,8,4,8,8,8,8,8,8,8,8,1,8,3,4,5,4,4,5,4,5,5,4,2,1,2,1,4,4,6,4,9,5,1,7,1,3,3,3,4,5,1,1,2,1,3,4,3,4,3,1,1,6,2,2,3,2,2,2,5,1972,1
118,2,3,3,4,2,1,1,1,70,71,45,58,31,91,69,91,,,3,1,2,5,3,1,4,3,4,5,,8,8,4,8,8,3,8,8,1,8,8,8,8,8,8,8,8,8,8,2,8,1,2,4,1,1,5,1,5,5,7,1,1,4,1,1,1,3,3,2,5,1,3,1,2,2,2,2,7,1,3,1,7,2,5,2,5,1,1,1,6,2,3,4,2,2,4,5,1961,1
119,3,4,5,5,2,2,2,1,60,26,74,32,39,41,18,85,2,3,1,3,1,3,2,3,3,3,3,3,3,8,8,8,8,1,2,8,8,8,8,4,8,8,8,8,3,8,8,8,8,8,3,3,3,1,4,4,3,4,5,3,2,3,3,3,3,5,2,9,4,5,4,7,2,3,4,2,5,3,1,3,3,3,2,3,3,3,1,4,3,4,2,3,2,2,2,3,5,1964,1
120,1,3,3,4,2,2,2,1,88,80,85,70,63,82,72,90,,,3,3,3,3,2,2,2,2,2,2,,8,8,8,8,8,2,8,8,1,8,8,8,8,8,3,4,8,8,8,8,8,4,4,4,1,3,5,2,4,5,5,1,4,4,1,1,3,2,2,3,4,1,3,1,2,3,2,4,6,1,1,1,4,3,4,3,5,1,3,1,3,2,2,3,2,2,2,5,1952,1
121,2,4,5,5,2,2,2,2,16,41,55,40,65,9,40,58,4,9,3,3,3,3,3,3,3,3,3,4,4,8,4,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,3,8,1,3,3,2,3,4,2,2,2,4,4,2,2,4,2,1,4,2,9,3,3,1,3,2,4,4,2,4,5,1,3,4,5,3,3,3,3,1,4,5,3,1,2,3,2,2,3,5,1972,2
122,2,5,5,5,2,2,2,2,2,100,51,3,99,21,31,40,5,2,4,4,2,3,4,4,2,3,4,4,3,8,8,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,4,8,8,2,2,1,4,2,4,4,2,3,4,6,4,5,5,1,3,3,1,9,1,1,2,4,1,2,4,2,6,3,1,3,4,4,3,3,3,3,1,4,2,3,1,1,3,2,2,2,5,1947,2
123,1,4,4,4,2,2,2,1,1,72,70,91,100,7,1,41,,,4,4,4,4,3,3,4,2,3,3,,8,8,8,8,8,3,8,8,8,8,8,4,8,8,2,8,8,8,8,8,1,3,3,3,3,3,3,2,3,4,4,7,2,4,1,7,4,1,2,3,4,2,1,4,3,4,3,5,5,1,2,5,4,2,3,3,3,2,4,4,5,1,1,2,2,1,4,4,1945,1
124,3,5,4,5,2,2,2,2,1,100,100,100,85,50,50,60,,,3,3,3,3,3,3,3,3,3,3,,8,8,8,8,8,3,8,8,8,4,8,8,1,8,2,8,8,8,8,8,8,2,2,3,2,2,4,2,1,2,4,4,2,5,1,2,3,1,9,1,3,3,3,1,5,5,3,4,3,1,3,3,4,3,3,3,3,1,4,3,4,1,1,1,2,2,2,3,1963,2
125,2,2,5,5,2,2,2,2,70,50,52,50,71,50,51,91,5,11,4,4,5,4,3,4,4,3,3,4,3,8,1,8,8,8,8,8,8,8,4,3,8,8,8,8,2,8,8,8,8,8,3,4,4,1,4,5,2,4,4,3,1,4,4,1,1,1,1,9,3,3,1,2,1,1,2,2,6,6,1,3,2,7,2,3,2,3,1,1,2,5,8,2,2,2,2,2,4,1952,1
126,1,3,1,3,2,1,1,2,94,78,87,87,81,88,78,94,,,4,4,4,4,3,3,5,3,1,4,,8,8,2,8,3,4,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,1,3,4,2,4,5,1,5,4,6,2,1,3,1,2,2,4,3,4,5,1,6,1,3,2,2,7,5,1,1,1,4,2,4,2,4,2,4,1,6,2,4,5,1,1,1,5,1961,2
127,2,5,5,5,2,2,2,2,39,73,75,96,100,51,50,88,,,3,4,5,4,4,4,4,4,2,2,,8,8,3,8,8,8,2,8,8,4,8,8,8,8,1,8,8,8,8,8,8,4,2,4,3,2,4,1,4,5,5,4,2,3,1,1,2,3,1,9,1,2,2,1,3,4,3,2,2,1,1,1,3,3,4,3,4,1,2,1,4,1,1,1,2,2,1,5,1939,2
128,2,5,5,5,2,2,2,2,1,50,51,50,100,2,0,12,2,9,3,3,3,3,2,3,2,1,5,4,4,8,8,8,8,8,8,8,8,8,8,4,8,1,8,2,3,8,8,8,8,8,4,4,3,4,3,2,4,2,5,2,4,1,4,4,6,4,1,1,1,3,3,3,3,7,4,5,2,6,2,2,7,4,3,3,3,3,1,4,4,3,1,1,3,1,1,3,5,1937,1
129,2,5,5,5,2,2,2,1,44,78,85,82,87,61,49,91,,,4,5,4,4,4,4,4,4,3,3,,8,1,8,8,2,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,4,3,3,4,3,4,5,997,4,4,4,4,4,4,4,9,4,4,3,3,2,5,4,2,3,3,2,1,2,4,3,3,3,3,2,3,4,5,2,4,4,2,2,2,5,1954,1
130,1,3,3,4,1,1,2,1,96,71,72,67,20,75,72,79,,,5,5,5,5,5,4,5,5,3,2,,8,8,2,8,8,3,8,8,8,8,4,8,8,8,1,8,8,8,8,8,8,1,1,5,1,2,5,1,5,5,4,1,2,4,1,5,3,2,9,1,5,1,7,1,3,7,2,5,5,1,1,1,2,3,5,2,4,1,4,1,6,2,5,5,2,1,2,5,1966,2
131,1,1,2,3,2,2,1,2,86,80,45,50,10,98,50,95,,,5,2,4,5,4,1,4,3,3,3,,8,8,8,8,8,3,8,8,4,8,8,8,8,2,8,8,8,8,8,1,8,1,3,4,3,1,5,1,4,3,5,1,4,2,1,1,4,6,5,9,5,1,2,1,1,2,1,4,6,1,1,1,4,2,5,2,5,3,1,2,6,2,3,1,2,1,4,2,1975,2
